,base,clouds,cod,coord,dt,id,main,name,rain,snow,sys,timezone,visibility,weather,wind
404,model,{'all': 3},200,"{'lon': 114.84, 'lat': 56.36}",1572929161,2015701,"{'temp': 259.96, 'pressure': 1029, 'humidity': 74, 'temp_min': 259.96, 'temp_max': 259.96, 'sea_level': 1029, 'grnd_level': 927}",Taksimo,,,"{'country': 'RU', 'sunrise': 1572910551, 'sunset': 1572942752}",28800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.19, 'deg': 164}"
405,stations,{'all': 75},200,"{'lon': -64.5, 'lat': -31.42}",1572929162,3832791,"{'temp': 291.51, 'pressure': 1013, 'humidity': 77, 'temp_min': 289.82, 'temp_max': 293.15}",Villa Carlos Paz,,,"{'type': 1, 'id': 8226, 'country': 'AR', 'sunrise': 1572945484, 'sunset': 1572993904}",-10800,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.1, 'deg': 230}"
406,stations,{'all': 90},200,"{'lon': 23.13, 'lat': 63.84}",1572929164,651951,"{'temp': 269.23, 'pressure': 1007, 'humidity': 100, 'temp_min': 265.93, 'temp_max': 274.82}",Kokkola,,,"{'type': 1, 'id': 1343, 'country': 'FI', 'sunrise': 1572934794, 'sunset': 1572962531}",7200,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 130}"
407,model,{'all': 100},200,"{'lon': 33.7, 'lat': 50.74}",1572929164,695464,"{'temp': 287.71, 'pressure': 1001, 'humidity': 88, 'temp_min': 287.71, 'temp_max': 287.71, 'sea_level': 1001, 'grnd_level': 984}",Male,{'3h': 1.19},,"{'country': 'UA', 'sunrise': 1572928960, 'sunset': 1572963291}",7200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 8.86, 'deg': 184}"
408,stations,{'all': 17},200,"{'lon': 150.74, 'lat': -23.13}",1572929165,2142316,"{'temp': 308.15, 'pressure': 1008, 'humidity': 14, 'temp_min': 308.15, 'temp_max': 308.15}",Yeppoon,,,"{'type': 1, 'id': 9499, 'country': 'AU', 'sunrise': 1572894580, 'sunset': 1572941490}",36000,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.7, 'deg': 240}"
409,model,{'all': 90},200,"{'lon': 118.35, 'lat': 63.29}",1572929166,2018735,"{'temp': 254.92, 'pressure': 1027, 'humidity': 84, 'temp_min': 254.92, 'temp_max': 254.92, 'sea_level': 1027, 'grnd_level': 1009}",Nyurba,,,"{'country': 'RU', 'sunrise': 1572911685, 'sunset': 1572939933}",32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.29, 'deg': 310}"
410,stations,{'all': 90},200,"{'lon': 177.51, 'lat': 64.73}",1572929166,2127202,"{'temp': 271.15, 'pressure': 1029, 'humidity': 79, 'temp_min': 271.15, 'temp_max': 271.15}",Anadyr,,,"{'type': 1, 'id': 8872, 'country': 'RU', 'sunrise': 1572898015, 'sunset': 1572925206}",43200,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2, 'deg': 150, 'gust': 3}"
411,model,{'all': 85},200,"{'lon': 155.8, 'lat': 62.53}",1572929167,2122493,"{'temp': 259.71, 'pressure': 1016, 'humidity': 92, 'temp_min': 259.71, 'temp_max': 259.71, 'sea_level': 1016, 'grnd_level': 925}",Omsukchan,,,"{'country': 'RU', 'sunrise': 1572902409, 'sunset': 1572931233}",39600,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.78, 'deg': 8}"
412,stations,{'all': 24},200,"{'lon': 28.7, 'lat': 48.03}",1572929168,618453,"{'temp': 285.37, 'pressure': 1001, 'humidity': 80, 'temp_min': 285.37, 'temp_max': 285.37}",Kamenka,,,"{'type': 3, 'id': 2012853, 'country': 'MD', 'sunrise': 1572929731, 'sunset': 1572964920}",7200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.07, 'deg': 272}"
413,stations,{'all': 98},200,"{'lon': 111.51, 'lat': 65.95}",1572929169,2027296,"{'temp': 248.15, 'pressure': 1021, 'humidity': 75, 'temp_min': 248.15, 'temp_max': 248.15}",Aykhal,,,"{'type': 1, 'id': 8846, 'country': 'RU', 'sunrise': 1572914431, 'sunset': 1572940470}",32400,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3, 'deg': 280}"
414,model,{'all': 22},200,"{'lon': 96.13, 'lat': 4.14}",1572929072,1214488,"{'temp': 300.35, 'pressure': 1010, 'humidity': 77, 'temp_min': 300.35, 'temp_max': 300.35, 'sea_level': 1010, 'grnd_level': 1010}",Meulaboh,,,"{'country': 'ID', 'sunrise': 1572909611, 'sunset': 1572952673}",25200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.66, 'deg': 173}"
415,model,{'all': 56},200,"{'lon': 50.17, 'lat': -14.27}",1572929071,1056899,"{'temp': 301.64, 'pressure': 1017, 'humidity': 56, 'temp_min': 301.64, 'temp_max': 301.64, 'sea_level': 1017, 'grnd_level': 997}",Sambava,,,"{'country': 'MG', 'sunrise': 1572919385, 'sunset': 1572964960}",10800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.05, 'deg': 143}"
416,model,{'all': 71},200,"{'lon': 122.67, 'lat': 11}",1572928972,1714733,"{'temp': 302.8, 'pressure': 1005, 'humidity': 72, 'temp_min': 302.8, 'temp_max': 302.8, 'sea_level': 1005, 'grnd_level': 989}",Dingle,{'3h': 0.44},,"{'country': 'PH', 'sunrise': 1572903702, 'sunset': 1572945842}",28800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.3, 'deg': 204}"
417,stations,{'all': 83},200,"{'lon': 36.2, 'lat': 36.95}",1572929172,296852,"{'temp': 286.88, 'pressure': 1019, 'humidity': 62, 'temp_min': 284.15, 'temp_max': 288.71}",Erzin,,,"{'type': 1, 'id': 6949, 'country': 'TR', 'sunrise': 1572926563, 'sunset': 1572964489}",10800,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.6, 'deg': 30}"
418,model,{'all': 0},200,"{'lon': -66.34, 'lat': -33.3}",1572929105,3837056,"{'temp': 288.81, 'pressure': 1015, 'humidity': 37, 'temp_min': 288.81, 'temp_max': 288.81, 'sea_level': 1015, 'grnd_level': 960}",San Luis,,,"{'country': 'AR', 'sunrise': 1572945739, 'sunset': 1572994532}",-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.59, 'deg': 116}"
419,model,{'all': 90},200,"{'lon': 122.88, 'lat': -0.91}",1572929173,1637001,"{'temp': 301.21, 'pressure': 1008, 'humidity': 73, 'temp_min': 301.21, 'temp_max': 301.21, 'sea_level': 1008, 'grnd_level': 1007}",Biak,,,"{'country': 'ID', 'sunrise': 1572902855, 'sunset': 1572946589}",28800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 9.6, 'deg': 234}"
420,stations,{'all': 0},200,"{'lon': 15.09, 'lat': 36.72}",1572929174,6539213,"{'temp': 288.24, 'pressure': 1014, 'humidity': 82, 'temp_min': 285.93, 'temp_max': 290.15}",Pachino,,,"{'type': 1, 'id': 6702, 'country': 'IT', 'sunrise': 1572931609, 'sunset': 1572969575}",3600,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'speed': 1}
421,model,{'all': 100},200,"{'lon': 74.49, 'lat': 65.85}",1572929174,1495626,"{'temp': 266.07, 'pressure': 1002, 'humidity': 93, 'temp_min': 266.07, 'temp_max': 266.07, 'sea_level': 1002, 'grnd_level': 994}",Pangody,,{'3h': 2.13},"{'country': 'RU', 'sunrise': 1572923291, 'sunset': 1572949380}",18000,,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]","{'speed': 9.44, 'deg': 180}"
422,stations,{'all': 0},200,"{'lon': 86.42, 'lat': 20.5}",1572929175,1267283,"{'temp': 301.15, 'pressure': 1013, 'humidity': 69, 'temp_min': 301.15, 'temp_max': 301.15}",Kendrapara,,,"{'type': 1, 'id': 9113, 'country': 'IN', 'sunrise': 1572913080, 'sunset': 1572953864}",19800,2500.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 1.5, 'deg': 340}"
423,model,{'all': 94},200,"{'lon': -70.89, 'lat': -17.17}",1572929175,3934608,"{'temp': 284.01, 'pressure': 1014, 'humidity': 76, 'temp_min': 284.01, 'temp_max': 284.01, 'sea_level': 1014, 'grnd_level': 770}",Tucuman,,,"{'country': 'PE', 'sunrise': 1572861842, 'sunset': 1572907810}",-18000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.09, 'deg': 312}"
424,stations,{'all': 74},200,"{'lon': -8.45, 'lat': 37.14}",1572929176,2267254,"{'temp': 287.59, 'pressure': 1016, 'humidity': 87, 'temp_min': 287.04, 'temp_max': 288.15}",Lagoa,{'3h': 0.12},,"{'type': 1, 'id': 6892, 'country': 'PT', 'sunrise': 1572937306, 'sunset': 1572975178}",0,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.6, 'deg': 260}"
425,model,{'all': 0},200,"{'lon': 26.69, 'lat': 13.6}",1572929177,364933,"{'temp': 298.37, 'pressure': 1014, 'humidity': 21, 'temp_min': 298.37, 'temp_max': 298.37, 'sea_level': 1014, 'grnd_level': 939}",Umm Kaddadah,,,"{'country': 'SD', 'sunrise': 1572926922, 'sunset': 1572968694}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.58, 'deg': 30}"
426,stations,{'all': 13},200,"{'lon': 14.91, 'lat': 68.56}",1572929178,3136690,"{'temp': 270.58, 'pressure': 1008, 'humidity': 85, 'temp_min': 269.15, 'temp_max': 272.15}",Stokmarknes,,,"{'type': 1, 'id': 1669, 'country': 'NO', 'sunrise': 1572939107, 'sunset': 1572962164}",3600,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.5, 'deg': 320}"
427,model,{'all': 0},200,"{'lon': -64.29, 'lat': -36.62}",1572929178,3835994,"{'temp': 283.92, 'pressure': 1015, 'humidity': 29, 'temp_min': 283.92, 'temp_max': 283.92, 'sea_level': 1015, 'grnd_level': 990}",Santa Rosa,,,"{'country': 'AR', 'sunrise': 1572944897, 'sunset': 1572994391}",-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.4, 'deg': 227}"
428,stations,{'all': 100},200,"{'lon': 27.27, 'lat': 61.12}",1572929179,637314,"{'temp': 268.92, 'pressure': 1002, 'humidity': 85, 'temp_min': 266.15, 'temp_max': 270.37}",Tornio,,,"{'type': 1, 'id': 1366, 'country': 'FI', 'sunrise': 1572932857, 'sunset': 1572962480}",7200,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.1, 'deg': 30}"
429,stations,{'all': 0},200,"{'lon': 5.14, 'lat': 61.99}",1572929179,3146487,"{'temp': 274.67, 'pressure': 1003, 'humidity': 80, 'temp_min': 272.59, 'temp_max': 276.48}",Raudeberg,,,"{'type': 1, 'id': 1616, 'country': 'NO', 'sunrise': 1572938458, 'sunset': 1572967502}",3600,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.6, 'deg': 120}"
430,model,{'all': 100},200,"{'lon': 76.63, 'lat': 66.08}",1572929180,1496511,"{'temp': 265, 'pressure': 1005, 'humidity': 93, 'temp_min': 265, 'temp_max': 265, 'sea_level': 1005, 'grnd_level': 996}",Novyy Urengoy,,{'3h': 2.31},"{'country': 'RU', 'sunrise': 1572922885, 'sunset': 1572948759}",18000,,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]","{'speed': 10.54, 'deg': 172}"
431,model,{'all': 99},200,"{'lon': 12.15, 'lat': -15.19}",1572928986,3347019,"{'temp': 296.45, 'pressure': 1013, 'humidity': 88, 'temp_min': 296.45, 'temp_max': 296.45, 'sea_level': 1013, 'grnd_level': 1012}",Namibe,{'3h': 0.81},,"{'country': 'AO', 'sunrise': 1572928441, 'sunset': 1572974155}",3600,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.29, 'deg': 212}"
432,model,{'all': 0},200,"{'lon': 31.33, 'lat': -17.3}",1572929182,895061,"{'temp': 297.01, 'pressure': 1019, 'humidity': 34, 'temp_min': 297.01, 'temp_max': 297.01, 'sea_level': 1019, 'grnd_level': 890}",Bindura,,,"{'country': 'ZW', 'sunrise': 1572923682, 'sunset': 1572969706}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.48, 'deg': 79}"
433,model,{'all': 86},200,"{'lon': 23.97, 'lat': 48.37}",1572929182,702834,"{'temp': 278.14, 'pressure': 1005, 'humidity': 93, 'temp_min': 278.14, 'temp_max': 278.14, 'sea_level': 1005, 'grnd_level': 877}",Lopukhiv,,,"{'country': 'UA', 'sunrise': 1572930919, 'sunset': 1572966003}",7200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.31, 'deg': 215}"
434,stations,{'all': 20},200,"{'lon': -111.68, 'lat': 43.97}",1572929183,5606187,"{'temp': 275.81, 'pressure': 1023, 'humidity': 52, 'temp_min': 274.82, 'temp_max': 278.15}",Saint Anthony,,,"{'type': 1, 'id': 5735, 'country': 'US', 'sunrise': 1572876411, 'sunset': 1572912820}",-25200,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.1, 'deg': 190}"
435,stations,{'all': 0},200,"{'lon': 34.94, 'lat': 31.8}",1572929184,6693679,"{'temp': 290.38, 'pressure': 1016, 'humidity': 67, 'temp_min': 289.15, 'temp_max': 291.48}",Gizo,,,"{'type': 1, 'id': 6845, 'country': 'IL', 'sunrise': 1572926367, 'sunset': 1572965289}",7200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",{'speed': 0.5}
436,model,{'all': 92},200,"{'lon': 87.96, 'lat': 65.8}",1572929185,1488903,"{'temp': 258.65, 'pressure': 1025, 'humidity': 83, 'temp_min': 258.65, 'temp_max': 258.65, 'sea_level': 1025, 'grnd_level': 1016}",Turukhansk,,,"{'country': 'RU', 'sunrise': 1572920027, 'sunset': 1572946178}",25200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 5.28, 'deg': 135}"
437,stations,{'all': 20},200,"{'lon': 130.15, 'lat': 33}",1572929186,1861464,"{'temp': 293.17, 'pressure': 1015, 'humidity': 30, 'temp_min': 292.04, 'temp_max': 294.15}",Tara,,,"{'type': 1, 'id': 8005, 'country': 'JP', 'sunrise': 1572903613, 'sunset': 1572942341}",32400,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.1, 'deg': 40}"
438,stations,{'all': 0},200,"{'lon': 21.7, 'lat': 36.82}",1572929186,257122,"{'temp': 288.51, 'pressure': 1014, 'humidity': 93, 'temp_min': 286.15, 'temp_max': 290.37}",Methoni,,,"{'type': 1, 'id': 6621, 'country': 'GR', 'sunrise': 1572930032, 'sunset': 1572967980}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'speed': 1}
439,model,{'all': 0},200,"{'lon': 116.58, 'lat': 35.41}",1572929187,1805518,"{'temp': 293.44, 'pressure': 1021, 'humidity': 30, 'temp_min': 293.44, 'temp_max': 293.44, 'sea_level': 1021, 'grnd_level': 1016}",Jining,,,"{'country': 'CN', 'sunrise': 1572907103, 'sunset': 1572945365}",28800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.73, 'deg': 71}"
440,stations,{'all': 40},200,"{'lon': 104.75, 'lat': 52.8}",1572929188,2013894,"{'temp': 270.15, 'pressure': 1022, 'humidity': 73, 'temp_min': 270.15, 'temp_max': 270.15}",Ust-Ordynskiy,,,"{'type': 1, 'id': 8891, 'country': 'RU', 'sunrise': 1572912251, 'sunset': 1572945896}",28800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4, 'deg': 300}"
441,model,{'all': 100},200,"{'lon': 79.91, 'lat': 45.41}",1572929188,1519691,"{'temp': 275, 'pressure': 1030, 'humidity': 95, 'temp_min': 275, 'temp_max': 275, 'sea_level': 1030, 'grnd_level': 933}",Sarkand,,{'3h': 1.38},"{'country': 'KZ', 'sunrise': 1572917056, 'sunset': 1572953014}",21600,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 1.56, 'deg': 1}"
442,model,{'all': 18},200,"{'lon': 118.96, 'lat': 42.27}",1572929189,2038067,"{'temp': 279.5, 'pressure': 1024, 'humidity': 21, 'temp_min': 279.5, 'temp_max': 279.5, 'sea_level': 1024, 'grnd_level': 934}",Chifeng,,,"{'country': 'CN', 'sunrise': 1572907276, 'sunset': 1572944050}",28800,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 2.08, 'deg': 6}"
443,stations,{'all': 90},200,"{'lon': 14.01, 'lat': 53.63}",1572929190,2821802,"{'temp': 282.21, 'pressure': 992, 'humidity': 100, 'temp_min': 282.04, 'temp_max': 282.59}",Torgelow,,,"{'type': 1, 'id': 1712, 'country': 'DE', 'sunrise': 1572934215, 'sunset': 1572967488}",3600,2600.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 3.6, 'deg': 250}"
444,model,{'all': 90},200,"{'lon': 122.79, 'lat': -0.95}",1572929122,1637001,"{'temp': 301.21, 'pressure': 1008, 'humidity': 73, 'temp_min': 301.21, 'temp_max': 301.21, 'sea_level': 1008, 'grnd_level': 1007}",Luwuk,,,"{'country': 'ID', 'sunrise': 1572902873, 'sunset': 1572946613}",28800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 9.6, 'deg': 234}"
445,stations,{'all': 20},200,"{'lon': -8.36, 'lat': 43.2}",1572929191,3119841,"{'temp': 283.86, 'pressure': 1008, 'humidity': 87, 'temp_min': 281.48, 'temp_max': 287.59}",Beira,,,"{'type': 1, 'id': 6403, 'country': 'ES', 'sunrise': 1572937974, 'sunset': 1572974467}",3600,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.6, 'deg': 320}"
446,model,{'all': 85},200,"{'lon': 22.76, 'lat': 54.15}",1572929193,757718,"{'temp': 280.8, 'pressure': 993, 'humidity': 93, 'temp_min': 280.8, 'temp_max': 280.8, 'sea_level': 993, 'grnd_level': 975}",Smolenka,,,"{'country': 'PL', 'sunrise': 1572932214, 'sunset': 1572965288}",3600,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.9, 'deg': 227}"
447,model,{'all': 59},200,"{'lon': -56.53, 'lat': -22.11}",1572929194,3470177,"{'temp': 301.77, 'pressure': 1005, 'humidity': 42, 'temp_min': 301.77, 'temp_max': 301.77, 'sea_level': 1005, 'grnd_level': 978}",Bela Vista,,,"{'country': 'BR', 'sunrise': 1572944389, 'sunset': 1572991173}",-14400,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.38, 'deg': 6}"
448,stations,{'all': 54},200,"{'lon': 124.29, 'lat': 8}",1572929195,1701054,"{'temp': 303.15, 'pressure': 1007, 'humidity': 69, 'temp_min': 303.15, 'temp_max': 303.15}",Marawi,,,"{'type': 3, 'id': 2007154, 'country': 'PH', 'sunrise': 1572903110, 'sunset': 1572945657}",28800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.79, 'deg': 53, 'gust': 3.13}"
449,stations,{'all': 38},200,"{'lon': -85.45, 'lat': 10.15}",1572929196,3622716,"{'temp': 296.06, 'pressure': 1010, 'humidity': 83, 'temp_min': 294.26, 'temp_max': 298.15}",Nicoya,,,"{'type': 1, 'id': 7210, 'country': 'CR', 'sunrise': 1572867186, 'sunset': 1572909454}",-21600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.1, 'deg': 40}"
450,stations,{'all': 40},200,"{'lon': 128.74, 'lat': -15.77}",1572929196,2068110,"{'temp': 307.15, 'pressure': 1011, 'humidity': 41, 'temp_min': 307.15, 'temp_max': 307.15}",Kununurra,,,"{'type': 1, 'id': 9587, 'country': 'AU', 'sunrise': 1572900423, 'sunset': 1572946208}",28800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.2, 'deg': 80}"
451,stations,{'all': 90},200,"{'lon': 51.16, 'lat': 43.65}",1572929197,610612,"{'temp': 277.15, 'pressure': 1029, 'humidity': 63, 'temp_min': 277.15, 'temp_max': 277.15}",Aktau,,,"{'type': 1, 'id': 8834, 'country': 'KZ', 'sunrise': 1572923733, 'sunset': 1572960137}",18000,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 9, 'deg': 110}"
452,stations,{'all': 1},200,"{'lon': 126.98, 'lat': 37.57}",1572929198,1835848,"{'temp': 288.95, 'pressure': 1018, 'humidity': 55, 'temp_min': 288.15, 'temp_max': 289.15}",Seoul,,,"{'type': 1, 'id': 5509, 'country': 'KR', 'sunrise': 1572904824, 'sunset': 1572942652}",32400,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 210}"
453,stations,{'all': 40},200,"{'lon': 152.14, 'lat': -32.72}",1572929199,2155562,"{'temp': 290.44, 'pressure': 1014, 'humidity': 72, 'temp_min': 289.26, 'temp_max': 291.48}",Nelson Bay,,,"{'type': 1, 'id': 9605, 'country': 'AU', 'sunrise': 1572893393, 'sunset': 1572942006}",39600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 9.3, 'deg': 170}"
454,stations,{'all': 8},200,"{'lon': -9.15, 'lat': 54.11}",1572929200,2966778,"{'temp': 282.58, 'pressure': 1007, 'humidity': 87, 'temp_min': 280.93, 'temp_max': 283.71}",Ballina,{},,"{'type': 3, 'id': 2012815, 'country': 'IE', 'sunrise': 1572939875, 'sunset': 1572972944}",0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.02, 'deg': 348, 'gust': 7.6}"
455,model,{'all': 33},200,"{'lon': 37.1, 'lat': 9.57}",1572929201,328709,"{'temp': 291.54, 'pressure': 1017, 'humidity': 70, 'temp_min': 291.54, 'temp_max': 291.54, 'sea_level': 1017, 'grnd_level': 789}",Shambu,,,"{'country': 'ET', 'sunrise': 1572924145, 'sunset': 1572966474}",10800,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 0.77, 'deg': 108}"
456,model,{'all': 51},200,"{'lon': -65.33, 'lat': 9.35}",1572929202,3625066,"{'temp': 296.05, 'pressure': 1010, 'humidity': 96, 'temp_min': 296.05, 'temp_max': 296.05, 'sea_level': 1010, 'grnd_level': 998}",Zaraza,,,"{'country': 'VE', 'sunrise': 1572948718, 'sunset': 1572991069}",-14400,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.01, 'deg': 12}"
457,model,{'all': 100},200,"{'lon': 73, 'lat': 5.67}",1572929203,1337619,"{'temp': 300.4, 'pressure': 1012, 'humidity': 74, 'temp_min': 300.4, 'temp_max': 300.4, 'sea_level': 1012, 'grnd_level': 1012}",Ugoofaaru,{'3h': 9.13},,"{'country': 'MV', 'sunrise': 1572915265, 'sunset': 1572958122}",18000,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 2.7, 'deg': 350}"
458,model,{'all': 43},200,"{'lon': 44.7, 'lat': 38.23}",1572929204,117656,"{'temp': 279.42, 'pressure': 1023, 'humidity': 27, 'temp_min': 279.42, 'temp_max': 279.42, 'sea_level': 1023, 'grnd_level': 785}",Ayan,,,"{'country': 'IR', 'sunrise': 1572924655, 'sunset': 1572962316}",12600,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 0.55, 'deg': 143}"
459,model,{'all': 4},200,"{'lon': -39.83, 'lat': -8.8}",1572929206,3389462,"{'temp': 295.54, 'pressure': 1011, 'humidity': 82, 'temp_min': 295.54, 'temp_max': 295.54, 'sea_level': 1011, 'grnd_level': 967}",Santa Maria da Boa Vista,,,"{'country': 'BR', 'sunrise': 1572941368, 'sunset': 1572986178}",-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.45, 'deg': 110}"
460,model,{'all': 83},200,"{'lon': 138.33, 'lat': 46.54}",1572929207,2015852,"{'temp': 277.65, 'pressure': 1006, 'humidity': 60, 'temp_min': 277.65, 'temp_max': 277.65, 'sea_level': 1006, 'grnd_level': 1005}",Svetlaya,,,"{'country': 'RU', 'sunrise': 1572903176, 'sunset': 1572938851}",36000,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.24, 'deg': 211}"
461,stations,{'all': 29},200,"{'lon': 24.94, 'lat': 49.44}",1572929207,712374,"{'temp': 282.15, 'pressure': 1002, 'humidity': 76, 'temp_min': 282.15, 'temp_max': 282.15}",Berezhany,,,"{'type': 1, 'id': 8906, 'country': 'UA', 'sunrise': 1572930852, 'sunset': 1572965604}",7200,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3, 'deg': 250}"
462,model,{'all': 39},200,"{'lon': -39.92, 'lat': -2.92}",1572929208,3393692,"{'temp': 299.42, 'pressure': 1010, 'humidity': 73, 'temp_min': 299.42, 'temp_max': 299.42, 'sea_level': 1010, 'grnd_level': 1006}",Itarema,,,"{'country': 'BR', 'sunrise': 1572941791, 'sunset': 1572985798}",-10800,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.13, 'deg': 90}"
